tweetid,Tweet,For guns?,Location
10916,"@RealJamesWoods Are the pro gun free school zones people listening? Truth is, keeping kids safe isn’t the goal. Taking law abiding citizen’s guns away in the name of keeping kids safe is the agenda. The liberal con game is, those who’re against that, then they don’t care about kids. Sophistry.",-2,"Norfolk, VA"
10917,Ridiculous ,-2,"Urbana, MD"
10918,Why they use the goofiest picture they could find of Juelz Santana?? Got him out here with that hat 4 sizes too big while he standing there lookin like a hood ass prairie dog ,-2,"Indiana, USA"
10919,"I’m sorry 
It’s not mental illness?

ITS

NOT

MENTAL

ILLNESS? ",-2,"Menomonee Falls, WI"
10920,@DiamondandSilk Yeah! They want to take our guns.,-2,"Danville, VA"
10921,"@RMullen_ Haha idk why I try with you- you are clearly friendly with a positive attitude. If you care about the families of @virginia_tech victims you will be for #GunControlNow that bans buying guns online, with a credit card, and without a background check  ",-2,"Seattle, WA"
10922,@goodvibeslib @RichardRSmithJr @lissie_w @lexforchange @AMarch4OurLives @RepTedDeutch @RepCicilline But that vagueness causes guns that many would consider to be assault weapons to not be banned by the proposed bill. R is arguing that this means we should not pass the bill.,-2,"Seattle, WA"
10923,Why is killing people with guns as American as apple pie,-2,"Dallas, TX"
10924,@goodvibeslib @RichardRSmithJr @lissie_w @lexforchange @AMarch4OurLives @RepTedDeutch @RepCicilline This logic is used by #NRA who want zero gun restrictions to pretend they want total gun bans to justify not passing legislation because it doesn’t ban all guns. That type of logic was never accepted as valid until the NRA convinced millions of people that it did.,-2,"Seattle, WA"
10925,"Florida is a great example why gun laws are the answer. If that psycho with a assault weapon, didn't have an semi-automatic weapon do you think he could have killed all those kids? ",-2,"Mesa, AZ"
10926,@davidhogg111 hey dumbass....how’s that no guns in schools policy working for you now.... good guy with a gun gets the bad guy with a gun...stupid dickhead,-2,"Jeffersonville, IN"
10927,"@thumperalpha @NRAILA @NRA Then they would of used ""firearms"" instead of ""arms"".",-2,"San Antonio, TX"
10928,@TheRickCanton only empathy for wanting more guns! lol,-2,"Los Angeles, CA"
10929,"@MarkAmodeiNV2 have you ever read the 1st Amendment of the US Constitution? #thinskinned
Student suspended for telling lawmakers to 'get off their f---ing asses' and pass gun laws ",-2,"San Jose, CA"
10930,"""School gurards shouldn't have guns""

",-2,"Ohio, USA"
10931,Guns don't kill people. Idiots with guns kill people. Good Guys With Guns Will Save Your Ass💯 Simple As That 👌 #2A #NRA #MAGA #Trump2020 #LiberalismIsAMentalDisorder #LiberalLogic 👉❄'s👎 ,-2,"Alabama, USA"
10932,"There is still an active investigation in parkland but we have their quotes. And we all know sandy hook is a hoax, perpetrated by the Obama administration to fuel the call for gun control..

Ok that's a bad joke but it's just as ridiculous as the NRA's silence on Castillo ",-2,"Illinois, USA"
10933,!!! ,-2,"Kodiak, AK"
10934,"@sfgov Mayor @MarkFarrellSF , #supervisors @SupStefani &amp; @jeffsheehysf announcing expanded efforts to confiscate #firearms from felons #proposition63 #stopgunviolence #domesticviolence @kpfa @KPFANews ",-2,"San Francisco, CA"
10935,A man accused of buying firearms for serial killer Todd Kohlhepp has been offered a plea deal.          ,-2,"Greenville, SC"
10936,The world is ending bro ,-2,"Manhattan, NY"
10937,"@spartacums I didn’t say guns caused the drop; I said guns do NOT cause an increase; there’s a difference. And, I don’t know if there’s data to back up your abortion point, it’s not something I’ve looked into, but abortion rates have also been decreasing significantly as violent crime has...",-2,"Newtown, CT"
10938,"@PopeSlanteyeIV @TheDeathTemplar @KyleKashuv If they want to die for their guns I say ""Let's Roll"".",-2,"Oak Grove, MO"
10939,"Very true.

But it doesn't. And guns would still reach Chicago up the I-35 pipeline.
 ",-2,"Kansas City, MO"
10940,""" If Bruce Jenner can keep his wiener and define himself as a women , I'll keep all my firearms and define myself as Disarmed """,-2,"Riverside, CA"
10941,@hohlfeld_james @VintageMonte @rward80640 @MSNBC 1) Because a gun doesn’t belong in the hands of a civilian no matter how “trained”. 2) The last month’s new stories about teachers bringing guns to school and accidentally shooting someone/something. 3)  Do you teach? Do you know how busy/chaotic a classroom can be?,-2,"Greensboro, NC"
10942,@shannonrwatts Wanting gun control and wanting a security officer to prevent further loss of live are not mutually exclusive. Kids that could be dead are going home today. This is certainly a win. Don't be rediculous.,-2,"West Palm Beach, FL"
10943,"I think it's terrible that kids are going out and shooting up schools. 
And it's almost like they want the infamy. Can't say I'm right in thinking this but I can't recall any back to back hs shootings when I was in high school.",-2,"Long Beach, CA"
10944,Another high school shooting. Enough. We demand reasonable gun control.,-2,"Punta Gorda, FL"
10945,BIG FACTS ,-2,"Bradenton, FL"
10946,@RantsOutloud Well I have heard Paddock was running guns and was part of the Al-Waleed bin Talal stuff. funds terrorism. owns top floors of Mandalay. etc. helicopter brought guns in through roof. You heard about this?,-2,"Pennsylvania, USA"
10947,ABSOLUTELY‼️ But what’s more important &amp; on top of that is The Dec of Ind: The UNALIENABLE RIGHTS...of *LIFE* liberty &amp; the pursuit of happiness‼️ I’m a .@MomsDemand Action- Dad‼️ #WeCallBS‼️#ENOUGH ‼️ #NeverAgain‼️ ,-2,"Charlotte, NC"
10948,"Ways to use finger guns:

-Greeting someone (x-tra points if u have a porn stache)
-As a response to someone saying “I love you”
-Fingering someone (must also make shooting noises with your mouth)",-2,"Flagstaff, AZ"
10949,"@lmogendragons I’m all for the 28th amendment: “The Constitution is now invalid. Babies can be president. You can smoke weed now and everyone in prison or jail for weed-related bullshit is released. Dogs can vote. Guns are strictly enforced, registered, and sold by the government.” etc etc etc",-2,"Appleton, WI"
10950,@JeffFlake @SteveScalise @SteveScalise is a JOKE! He votes against gun control and gay rights.,-2,"Palm Springs, CA"
10951,Stop this shit this is why kids have depression and hurt them selfs or even hurt others 😓👎🏾 ,-2,"Los Angeles, CA"
10952,NO MORE GUNS ,-2,"Denton, TX"
10953,@AisyPlayz @twtshitz @FierceDragonfly @jorge_a_abadia @korey_pl @JRehling What about the attacks on the children?? Those aren’t a big deal? You’d rather perpetuate gun violence and normalize school shootings?,-2,"San Marcos, TX"
10954,Saying that a politician is a hypocrite for having armed guards despite supporting gun control is a great way to make yourself sound really stupid.,-2,"East Lansing, MI"
10955,"@sailfishgolfer @Q_101_X @gr8tjude Good argument for no gun control! You can level buildings with diesel oil and fertilizer so absolutely no reason to moan about 58 deaths in Las Vegas, 26 in Sutherland and 17 in Parkland.",-2,"Barnstable Town, MA"
10956,@thumperalpha @NRAILA @NRA if it wasnt for colonist bearing cannons mortars and ships of War all of which are not firearms still be a colony,-2,"San Antonio, TX"
10957,@angrysnowflake1 @WalshFreedom Children’s brains aren’t developed according to many scientific studies! The Supreme Court ruled children can’t serve lifetime sentences based on Neurophysiology/educators etc so then if kids can’t serve the punishment for murder why should they be allowed to possess/buy guns?,-2,"North Carolina, USA"
10958,"@KamalaHarris Oh, I dont...because an ARMED guard just stopped a school shooter.  If the teacher is trained and wants to, let them.  I'd rather protect my kids with a gun than a sign.  And oh, have you heard?  Murder is already illegal so what criminal is going to follow your new laws?",-2,"Winterset, IA"
10959,exactly 6 days after the walkout for the gun control there’s another school shooting :(,-2,"Lake Pocotopaug, CT"
10960,Thanks @repjoecrowley @SenGillibrand @SenSchumer check your reps #Enough #imwiththekids #MarchForOurLives ,-2,"Dallas, TX"
10961,More thoughts and prayers for children in a school. Less access to guns will result in less reactionary and less than helpful thoughts and prayers.,-2,"Carmichael, CA"
10962,"Spine vs spineless

#GoodGuysWithGuns
#BrowardCowards 
#2AShallNotBeInfringed 
#getrightorbeleft

@davidhogg111 
@NancyPelosi 
@browardsheriff 
@NRA 
@CNNPolitics 
@nprpolitics 
@NBCPolitics 
@ABCPolitics 
@CBSPolitics 
@HuffPostPol ",-2,"Roseville, MN"
10963,@KelemenCari Let me get this straight....Gun Control will eliminate gun violence in this country even though we have an epidemic of drug overdose deaths with illegal drugs.,-2,"Hicksville, NY"
10964,@GovSandoval You vetoed closing the Gun Show loophole. How hypocritical to plead for school safety but do nothing to prevent it. It is about the guns!!,-2,"Reno, NV"
10965,Im gonna get so many nerf guns from toys r us i cant wait,-2,"Buffalo, NY"
10966,"@Reuters All of these school shootings are by students or former students; what is going on in our schools that is creating such anger in these kids, such hostility toward their peers and the schools, causing them to act out so violently? This is really the root of this problem.",-2,"Clay, NY"
10967,my mom was a block away from this n i’ve never been more scared in my life ,-2,"Hyson, NJ"
10968,"Tragic; but also glad the School Resource Officer had a gun and stopped the attacker from killing anyone. Attacker had a hand gun. Either need to eliminate all guns from the public or have better security in the schools. 

@CNN @FoxNews @cnni @foxandfriends @MSNBC ",-2,"San Jose, CA"
10969,I’m so tired of hearing about school shootings and mourning families. Someone please do something like who can I write too...?,-2,"Superior, WI"
10970,WHICH WAS STOPPED BY A COP WITH A GUN. GUN CONTROL FOR YA ,-2,"Santa Clarita, CA"
10971,"The asians, latinos, and whites were prepared during the LA Riots. Camped out in their place of businesses with firearms defending them from looters and rioters.",-2,"Los Angeles, CA"
10972,When good guys with guns show up &amp; do what they are trained to do...maybe Parkland needs to be taught basic skills. ,-2,"Mechanicsville, VA"
10973,"The US makes up just 5% of the world’s population, but accounts for 50% of all civilian-owned guns. #wecallbs",-2,"Manhattan, NY"
10974,@ryanverile This is terrible but the guns aren’t the problem the people are who get the guns,-2,"Pottstown, PA"
10975,"@nytimes All of these school shootings are by students or former students; what is going on in our schools that is creating such anger in these kids, such hostility toward their peers and the schools, causing them to act out so violently? This is really the root of this problem.",-2,"Clay, NY"
10976,@RippleFuture The difference between a AR weapon and a handgun in a school is apparently 10+ less deaths. Maryland’s gun laws helped limit this incident.,-2,"Westchase, FL"
