,Tweet,Location,For guns?
11703,"@marcorubio Stop your nonsense tweets and take actions to get gun control done, that’s what is important to us!!","Hollywood, FL",0.0
11704,@NRA You folks would know or support common sense gun laws if they jumped up on your lap and called you ‘daddy’!,"Boulder, CO",-2.0
11705,🤔 ,"Washington, DC",-2.0
11706,"And then there will be a day when it’s not a drill but a real threat and it’s code red, and you find out your child’s school is in shut down mode and your heart jumps into your throat. Have not forgotten the few times my kids schools went into a real code red! get rid of guns! ","California, USA",0.0
11707,@realDonaldTrump DO NOT SIGN THIS BILL!!!!!! ,"Phoenix, AZ",-2.0
11708,@realDonaldTrump That’s bull there was nowhere near the things going on back then that is going on now.... he’s a Monster... what about gun control????,"Las Vegas, NV",0.0
11709,"Mans right here spitting facts, not fiction. ","Austin, TX",-2.0
11710,Get Fresh Get Clean ,Sojourner Truth Community Center,-2.0
11711,Fortnite needs to develop a respawn/objective type game mode and quit thinking of dumb ass guns.,"Nevada, USA",-2.0
11712,Already started banning classics like To Kill A Mockingbird ,"Orlando, FL",-2.0
11713,Super tweet. ,"Iona, FL",-2.0
11714,"@HazelSteinberg5 @ItsChayaStnbrg @GregCampNC @Peaches_Sabrina FYI, cars kill far more than guns each year. Clearly we need to ban cars! I embrace the privilege of owning and operating vehicles, and I embrace the right to own guns. If you don’t want a gun, don’t buy one. Simple. Same for gay marriage, don’t want one? Don’t get one","Newport News, VA",0.0
11715,So sickly true.. ,"Brooklyn, OH",-2.0
11716,It’s sad that there’s not really any difference between the two anymore. ,"Pendleton, IN",-2.0
11717,@kellie_aa I agree with that like all the loopholes and stuff to be fixed. Also yeah for firearms to be locked up unless being concealed carry for sure!,"Chicopee, MA",-2.0
11718,"@michaela_patryn Keeping it real, one day at a time. 😎👉🏼👈🏼👉🏼👈🏼 (attempted finger guns 😂) also, come over.","Elkhorn, WI",-2.0
11719,"Bombs are illegal yet someone found away to get and use one to hurt someone. 
What will regulating gun control actually do them?? ","Florida, USA",0.0
11720,#journalism65 ,"Oakland, CA",-2.0
11721,😭The extraordinary number of kids who have endured school shootings since Columbine ,"Tampa, FL",-2.0
11722,@brianstelter this is what @benshapiro was referring to on your show over the weekend. @cnn had more tweets about a white rhino than the Maryland shooting 🤷🏼‍♂️ ,"Draper, UT",-2.0
11723,@lachlan @sdjacksondc something something something “these guns”,"Manhattan, NY",-2.0
11724,Was that so hard? ,"Berry Hill, TN",-2.0
11725,"@MarkAmodeiNV2 

You complained to the kid’s SCHOOL about his use of 1A rights?  

Are you a complete Horse’s A$$ or do you just play one for @NRA?

You owe Noah and all of your constituents an apology for your disrespect t of 1A. 

Shame on you. Shame. ","Pennsylvania, USA",0.0
11726,@NRA ,"Tampa, FL",-2.0
11727, ,"New Orleans, LA",-2.0
11728,It's a shame the dimocrats and libs won't read and understand this article ,"Bronx, NY",-2.0
11729,I taught my German Shepard how to goosestep and he buried all my guns in the yard. Please help,"Lancaster, NY",-2.0
11730,"@jennajameson It doesn’t matter whether Condit was a conservative or liberal, Republican or Democrat. He was clearly a nut job. My heart goes out to his victims, and even to his family. But this proves that more gun laws won’t cure violence. Someone hell bent on terror will find a way.","West Hempstead, NY",0.0
11731,"Didn't Guns and Roses have a hit titled ""Knockin' on FrontRunner's Door?"" ;) @RideUTA ",TRAX/FrontRunner Salt Lake Central,-2.0
11732,"@Ballzer3 What are you talking about?  You know more bombs means fewer bombing, just like more guns means fewer shootings.  You sir are gravely losing this argument.","Reno, NV",-2.0
11733,". Do you know what an argument consists of? You need to have at least 1 premise and 1 conclusion. You’ve proved nothing. Try again, bro. ","Palmdale, CA",-2.0
11734,"Why is it that conservatives cannot find funding for pencils, papers, modern textbooks, phys ed, etc. in schools but have no problems funding firearms?!!","Westbrook, ME",-2.0
11735,THREAD ,"Alexandria, VA",-2.0
11736,"10 Common Arguments For #Gun Control, Debunked ","Ocoee, FL",-2.0
11737,"@ClayTravis We must get rid of these mascots for fear of bigotry:
1-Reds: clearly racist 
2-Royals: superiority implied 
3-Musketeers: pro guns? Bad
4-Browns: racist 
5-Volunteers: offensive to those who don't volunteer 
6-Giants: not inclusive for midgets
7-Jets: OMG carbon emissions","Leawood, KS",-2.0
11738,Stop the spread of false information over social media!!! Start quoting your sources before you post another “fact” about gun control 🙄🙄🙄,"Florida, USA",-2.0
11739,"Train and arm the teachers
#NotMyGuns #JoinTheNRA ","Texas, USA",-2.0
11740,I'd like to live there ,"Bronx, NY",-2.0
11741,"Tell me, in which mass shooting situations would a law-abiding citizen be able to have a semi-automatic weapon readily available for protection from an already active shooter? Its not a handgun. Restricting ARs would have no effect on the law-abiding citizen in these cases. ","California, USA",-2.0
11742,The same people that want to make our gun laws are the ones who aren’t old enough to buy one,"Florida, USA",0.0
11743,My brother in law gonn say “why on fornite they don’t give me guns” 😂😂,"Philadelphia, PA",-2.0
11744,The big difference between US now and 1933 Germany is that US didn’t elect HITLERY! They’re trying to move forward as if she’d won anyway. The first ones “they” get rid of is their OWN supporters. If those don’t know history you’d think they’d have at least seen the movie. ,"Sherwood, AR",-2.0
11745,@JNongel They will ignore the evidence like that in Chicago. Toughest gun laws In the US and the highest murder rate.,"Coppell, TX",1.0
11746,@kobieparr @Olivia_marie366 i’m just saying adding more guns is not the solution🤷🏻‍♀️,"Denton, TX",-2.0
11747,"Really Chad? And then you argue that gun control will do nothing because of the bombings? Look up the stats on people killed by guns vs people killed by bombs (which are illegal). I’m not arguing to make all guns illegal, but it needs to be harder to get your hands on them. ","Atlanta, GA",1.0
11748,"Yes. @POTUS @realDonaldTrump really needs to hammer on everything but taxes. I live in NJ, forget tax cuts, illegals are the problem. @SpeakerRyan needs to be removed if he can’t get those things done. Enough already! @parscale hope he pushes immigration. @GOP better wake up! ","New Jersey, USA",0.0
11749,You got that right!One for each hand!The 2nd amd. was put in place so WE as LEGAL AMERICANS can keep and bear arms to protect ourselves from being taken over by another state.SUCH AS THE DEMOCRATS!They want our guns so they can overrun us without us putting up a fight!#NRA#MAGA ,"Tennessee, USA",0.0
11750,WEW LAD!!!!!!!! ,"Georgia, USA",-2.0
11751,But gun control works doesn’t it?? @aidan_ratliff 😂 ,"Conway, AR",-2.0
11752,"NOW THIS.

Good stuff. Spread the word ","Florida, USA",-2.0
11753,"Yep blame the guns, hell let’s blame the ingredients in the bombs made by the Austin Bomber and banish them ","Virginia, USA",-2.0
11754,"YouTube Bans Firearms Demo Videos, Entering the Gun Control Debate. What is next?","New York, USA",-2.0
11755,@BreitbartNews Oh no Hollywood to take all guns out of movies and tv.,"San Diego, CA",-2.0
11756,"it was covered immediately??? and gun control is different than banning all guns... also, it wasn’t an AR15 used soooo no correlation ","Los Angeles, CA",-2.0
11757,@sonny72880 @TorreySmithWR I wasnt arguing vs Australia i agree they have it great... both australia and Europe have it way better than we do and they dont allow civilians to have guns ..thats my point... pitty i fear ur to dumb to carry on this conversation.,"Queens, NY",-2.0
11758,"@ritamaguilar What I thought you were saying by how it was written was how the kid was raised. Yes, I agree the gun shouldn’t have been so accessible. However, my dad always had guns when I was growing up (military) and my brother and I didn’t have the urge to take one and shoot up our school","Salem, NH",-2.0
11759,@vonbeasley I can make a statistical argument that the NRA's supported policies  result in the death of many children. But I'm sure you support machine guns in school don't you?,"Sioux City, IA",-2.0
11760,I love thissss ,"Orrville, OH",-2.0
11761,@Ballzer3 Plummeted?  Please! Gun homicides account for the same number of murders as happened on 9/11 multiplied by 3.  How many people are dying from bomb ownership?,"Reno, NV",0.0
11762,@Ballzer3 Plummeted?  Please! Gun homicides account for the same number of murders as happened on 9/11 multiplied by 3.  How many people are dying from bomb ownership?,"Reno, NV",0.0
11763,Yeehaw twitter really wylin today ,"Chino Hills, CA",-2.0
11764,Guns everywhere like the kar kame w hammers,"New Haven, CT",-2.0
11765,"@HillaryClinton, oh bummer, can't do the silly march thing.  Saturday, March 24 is NATIONAL BUY A GUN DAY.  I will be visiting gun stores in my area to practice my God-given civil rights. How can you march, you will fall on your ass again. ","Tustin, CA",1.0
11766,"@HillaryClinton I am not behind that, Guns are what will protect them from the crazy people who will use them or ANYTHING else they can find to satisfy their demented minds. You had people with guns protecting you Hillary, didn’t you? Your special and everyone else isn’t?","Troy, NY",0.0
11767,@AlessandraAster @NYformerDem @TheJusticeDept Cars kill more people than guns do and cars &amp; trucks are used as weapons,"Phoenix, AZ",-2.0
11768,the fact that school shootings has now became the norm is sickening asf 😔,"Morrisville, NC",-2.0
11769,"@ambernight78 @RepAdamSchiff @POTUS @SenDuckworth @SenatorDurbin @PeterRoskam Chicago is working on it and we are hoping for Illinois to get a Democratic governor to help us work on it.  We know the solution is not more guns, a lot of our problem guns come over the state border. Thank you so much for your kind concern.","Niles, IL",1.0
11770,@FineFrogHair @ImmoralReport 😆 it sounds just as Libtarded when  it's about guns.,"Long Beach, CA",-2.0
11771,@Ifitsthisname @mickeysooner That is exactly what I meant. I want people who aren’t gonna be shooting up places to own as many guns as they’d like.,"Grenada, MS",-2.0
11772,😍😍😍 ,"Clearwater, FL",-2.0
11773,"@zinfo911 @NBCNews ""Common sense"" gun control does not mean that police should not have guns.  Just things like not letting just anybody get an automatic weapon, closing loopholes in background checks etc.","Herndon, VA",-2.0
11774,Senator Jones must be required to justify how his measures would end school shootings. They would not. Yesterday proved that. We cannot just blindly enact legislation because it sounds nice. It must be effective—supporters must prove such.  ,"Rose Hill, VA",0.0
11775,Thank you @YouTube ,"Emerson, NJ",-2.0
11776,Maybe banning Democrats from being in possession of guns is viable afterall! ,"Pennsylvania, USA",-2.0
11777,Inb4 BBUt sO ArE GuNS in ChIcAGo ,"Florence, SC",1.0
11778,"@aedwardslevy No new gun laws will stop criminals from breaking the law.

It's just common sense.","Ohio, USA",1.0
11779,Nearly 200k children and their family have endured massive trauma because adults can’t get it together on #guncontrol. This is on us. ,"Boston, MA",-2.0
11780,My latest quotes in the @Daily_Press ,"Plainview, NY",-2.0
11781,Gun control wouldn’t likely get rid of the problem completely ,"Atlanta, GA",-2.0
